Hour,Zone0_t_eft,Zone1_t_eft,Zone2_t_eft,Zone3_t_eft,Zone4_t_eft,Zone5_t_eft,GHX0_t_eft,GHX0_t_mean,GHX0_q_ghe,GHX0_t_exit,GHX1_t_eft,GHX1_t_mean,GHX1_q_ghe,GHX1_t_exit,GHX2_t_eft,GHX2_t_mean,GHX2_q_ghe,GHX2_t_exit
7906,5.89918515,6.01647188,5.51251348,4.91668163,4.90990403,4.12526723,3.89038895,5.36254133,4.02167091,6.83469372,5.36254133,5.99565151,1.72954973,6.62876168,5.70020009,6.12659664,1.16484313,6.55299319
7907,5.94882234,6.15014111,5.62571367,4.93123383,4.92235758,4.15525253,3.95838865,5.43174100,3.87109063,6.90509335,5.43174100,6.04553723,1.61269016,6.65933346,5.75909899,6.16564902,1.06817085,6.57219906
7908,5.96940916,6.07585089,5.55890744,4.90309357,4.89445447,4.11939061,3.95021729,5.45252784,4.00254572,6.95483840,5.45252784,6.06826230,1.64047662,6.68399677,5.78091956,6.18482585,1.07611134,6.58873215
7909,5.97616675,6.17078295,5.67917529,4.87953282,4.86877738,4.13358225,3.99054228,5.45954922,4.11779834,6.92855615,5.45954922,6.07492191,1.72496167,6.69029460,5.78774798,6.19150248,1.13177110,6.59525698
7910,6.01967971,6.30189653,5.75663978,5.02394710,5.01467586,4.21950677,4.08059540,5.53020579,3.66648777,6.97981618,5.53020579,6.11616696,1.48206683,6.70212813,5.84271842,6.22192119,0.95911449,6.60112396
7911,5.98876904,6.18972236,5.72829481,4.84102419,4.83477694,4.13841540,4.00416600,5.46999666,4.37808143,6.93582732,5.46999666,6.08868385,1.84786892,6.70737105,5.79996316,6.20454718,1.20839455,6.60913120
7912,5.97445809,6.14319635,5.69955347,4.81449588,4.80859616,4.13855310,3.98805753,5.44523752,4.52540937,6.90241751,5.44523752,6.07487425,1.95539602,6.70451098,5.78104378,6.19550303,1.28714214,6.60996228
7913,5.87984964,5.66955855,5.36984669,4.47840479,4.47344873,3.95687107,3.79586189,5.28973950,5.71607508,6.78361712,5.28973950,5.98472736,2.65925586,6.67971522,5.66039969,6.13064957,1.79933322,6.60089946
7914,5.85171293,5.46817171,5.28620449,4.45828677,4.45346518,3.95333221,3.76301112,5.25080040,5.65845512,6.73858968,5.25080040,5.95614177,2.68259932,6.66148315,5.62698247,6.10854775,1.83151980,6.59011303
7915,5.79719136,5.43345926,5.26729760,4.36151868,4.35698418,3.89000615,3.72421366,5.17734353,6.05114522,6.63047339,5.17734353,5.90012837,3.00983152,6.62291322,5.56282878,6.06503430,2.09129181,6.56723983
7916,5.76181173,5.25242377,5.08853801,4.27709868,4.27274302,3.80552215,3.65565318,5.12688405,6.20451500,6.59811492,5.12688405,5.86521541,3.11371115,6.60354676,5.52066077,6.03741283,2.17926089,6.55416489
7917,5.70740703,5.21355793,5.06168239,4.18171346,4.17611185,3.73254763,3.61916965,5.05747018,6.54366061,6.49577070,5.05747018,5.80889277,3.41865579,6.56031536,5.45822889,5.99218204,2.42926160,6.52613520
7918,5.68782444,5.14000922,4.98645982,4.17653630,4.17243879,3.69668775,3.59674452,5.03494574,6.46815268,6.47314695,5.03494574,5.78855093,3.38925694,6.54215612,5.43686851,5.97463121,2.41852895,6.51239391
7919,5.63974834,5.11164593,4.96808759,4.09410001,4.09018589,3.62051573,3.56837913,4.97658423,6.77159405,6.38478933,4.97658423,5.73841220,3.66337956,6.50024018,5.38289248,5.93329789,2.64671815,6.48370330
7920,5.65281147,5.09038838,4.93682381,4.13255780,4.12798330,3.60591569,3.58879697,5.00018126,6.35631613,6.41156555,5.00018126,5.75080546,3.38051423,6.50142965,5.40051417,5.94115124,2.43481534,6.48178831
7921,5.62064802,5.08101571,4.93492706,4.07623653,4.07178430,3.57151983,3.56223706,4.96013402,6.61808670,6.35803098,4.96013402,5.71769215,3.58651999,6.47525028,5.36416503,5.91377144,2.60201073,6.46337785
7922,5.62355348,5.04910911,4.89744919,4.09989421,4.09537039,3.56845806,3.56427458,4.96744029,6.39758617,6.37060600,4.96744029,5.72034287,3.43277997,6.47324545,5.36898833,5.91448507,2.48713490,6.45998182
7923,5.58109610,5.02988398,4.88789333,4.03280364,4.02847209,3.53041321,3.52649690,4.91367263,6.75447158,6.30084836,4.91367263,5.67681978,3.71593566,6.43996694,5.32068445,5.87870943,2.71714954,6.43673441
7924,5.61548079,5.10599645,4.94877826,4.11891048,4.11422412,3.56913910,3.55915065,4.96323093,6.17763120,6.36731121,4.96323093,5.71147021,3.29208123,6.45970950,5.36229188,5.90483954,2.38708527,6.44738720
7925,4.41749968,2.85933969,2.81101051,2.52641040,2.52446117,2.36197442,2.34548655,3.56689237,17.24364675,4.78829820,3.56689237,4.48661337,12.98449997,5.40633436,4.05741024,4.82903047,10.89363300,5.60065071
7926,4.36305567,3.76681091,3.71116884,2.69137553,2.68932117,2.51349240,2.44987111,3.57089850,13.82428082,4.69192589,3.57089850,4.42339378,10.51279765,5.27588906,4.02556265,4.74876197,8.91834633,5.47196129
7927,4.87834860,4.70252059,4.53439542,3.47532876,3.46784896,3.15184265,3.03177819,4.18054635,8.01392660,5.32931451,4.18054635,4.94693318,5.34639455,5.71332001,4.58928599,5.20870586,4.32113763,5.82812572
7928,5.18011333,5.17409267,4.89368288,3.97256888,3.95521721,3.50236143,3.34475677,4.53916397,6.11101214,5.73357117,4.53916397,5.25463199,3.66058890,5.97010001,4.92074691,5.47653210,2.84359471,6.03231728
7929,5.38781752,5.63727353,5.24156793,4.33829348,4.31501414,3.76752348,3.59625716,4.79855440,4.97118955,6.00085165,4.79855440,5.46440632,2.75312623,6.13025823,5.15367542,5.65540848,2.07453700,6.15714154
7930,5.56345293,6.15987362,5.62453040,4.81839202,4.79098882,4.19417347,4.01640846,5.05614636,3.76387954,6.09588426,5.05614636,5.63222077,2.08540507,6.20829519,5.36338605,5.79210079,1.55195906,6.22081553
7931,5.71945270,6.61408930,6.03960378,5.37614023,5.34309135,4.75552052,4.60909952,5.32285137,2.53730892,6.03660321,5.32285137,5.77106223,1.59334007,6.21927309,5.56189716,5.89951618,1.20019831,6.23713521
7932,5.85533327,6.98014794,6.49067072,5.84113570,5.80219503,5.24448989,5.11890760,5.56153851,1.60392957,6.00416941,5.56153851,5.89102213,1.19392594,6.22050575,5.73726310,5.99027061,0.91680498,6.24327811
7933,5.99723404,7.41404998,6.83350729,6.36705844,6.32888357,5.77745320,5.66254407,5.81466371,0.53762629,5.96678335,5.81466371,6.01581125,0.71090231,6.21695879,5.92194240,6.08328163,0.57021046,6.24462086
7934,6.13329689,7.79014558,7.23811903,6.83237267,6.80715847,6.27167451,6.17103300,6.05827277,-0.39968958,5.94551254,6.05827277,6.13562417,0.27417955,6.21297557,6.09952685,6.17189122,0.25650255,6.24425559
7935,6.24894935,8.05112923,7.54416946,7.16503860,7.14144175,6.62723032,6.51592735,6.25495399,-0.95710197,5.99398064,6.25495399,6.24080864,-0.05187710,6.22666330,6.24740981,6.25070883,0.01209893,6.25400785
7936,6.35909098,8.28954856,7.86684844,7.49856324,7.46869173,6.97437798,6.84737660,6.44086414,-1.52610686,6.03435169,6.44086414,6.34130952,-0.37374255,6.24175489,6.38776834,6.32631684,-0.23069787,6.26486534
7937,6.43395189,8.38766948,8.08868265,7.69674226,7.67620457,7.18445720,7.00278644,6.55359861,-1.55766025,6.10441078,6.55359861,6.41332762,-0.48642135,6.27305662,6.47878741,6.38271130,-0.33316563,6.28663518
7938,6.18716577,6.14530054,5.78857930,4.90230000,4.87781322,4.21060899,3.90267198,5.85725064,4.61689094,7.81182930,5.85725064,6.27541638,0.98774516,6.69358212,6.08027237,6.30932967,0.54105398,6.53838697
7939,6.13705959,6.24550234,5.90034998,5.01125569,4.99318174,4.32644555,4.04254085,5.74675975,4.16619358,7.45097865,5.74675975,6.23255622,1.18759517,6.71835269,6.00585120,6.28701204,0.68733571,6.56817289
7940,6.06274562,5.92286475,5.62760971,4.72340814,4.70643579,4.11150675,3.88861297,5.59503694,4.86021501,7.30146090,5.59503694,6.16789064,1.63159462,6.74074434,5.90055891,6.24810186,0.98986740,6.59564481
7941,6.03859047,5.86898652,5.62449033,4.70273787,4.69301390,4.08103644,3.90317130,5.54773778,4.79186015,7.19230427,5.54773778,6.14450686,1.73883756,6.74127594,5.86601463,6.23582000,1.07752144,6.60562538
7942,6.14307327,5.67942146,5.29077400,5.27727441,5.26537994,4.17398035,3.92104285,5.71975200,3.21413961,7.51846116,5.71975200,6.24468956,0.93801857,6.76962712,5.99971870,6.30690705,0.54891935,6.61409541
7943,6.15292450,5.65871193,5.31157347,5.14594255,5.13550489,4.09111889,3.96509790,5.71998885,3.51025396,7.47487980,5.71998885,6.25723513,1.07463707,6.79448140,6.00652020,6.32024370,0.62753139,6.63396720
7944,6.13461487,5.62949368,5.32547231,5.00260542,4.99337407,4.02264435,3.98878521,5.67880328,3.86687305,7.36882136,5.67880328,6.24109532,1.28656135,6.80338736,5.97869237,6.31281202,0.76448785,6.64693167
7945,6.11051298,5.61550494,5.33717811,4.93001434,4.92166288,3.99950632,3.98184164,5.63322205,4.12747263,7.28460247,5.63322205,6.21826562,1.46226229,6.80330918,5.94524529,6.29939035,0.88515283,6.65353541
7946,6.05929210,5.56567971,5.32716228,4.79699079,4.78974368,3.95460164,3.94803449,5.54704154,4.66064162,7.14604859,5.54704154,6.16826486,1.81068574,6.78948819,5.87836065,6.26607091,1.13006294,6.65378118
7947,6.02720211,5.50849346,5.27929543,4.74437820,4.73750514,3.92703481,3.92072303,5.49748097,4.78087665,7.07423891,5.49748097,6.13594150,1.93587167,6.77440202,5.83799325,6.24344082,1.22935472,6.64888838
7948,6.01715167,5.56920102,5.33489914,4.74034406,4.73322260,3.92894623,3.91407265,5.48406826,4.65829108,7.05406387,5.48406826,6.12521404,1.90232611,6.76635981,5.82601268,6.23559623,1.21526416,6.64517977
7949,5.30726266,3.76645907,3.68919644,3.50361542,3.50054725,3.24344626,3.21706984,4.55196209,11.87768974,5.88685434,4.55196209,5.40074924,7.55239270,6.24953640,5.00464857,5.65310733,5.76989791,6.30156609
7950,5.36349609,5.16583808,5.06915604,3.93060547,3.92702228,3.61906135,3.50861146,4.68844445,8.46372058,5.86827744,4.68844445,5.44452314,5.42385140,6.20060184,5.09168642,5.67413572,4.17829320,6.25658503
7951,5.70078541,6.37165352,6.11635333,5.07967975,5.06833403,4.58669322,4.40448785,5.22597448,3.82127852,6.04746111,5.22597448,5.76144521,2.49082912,6.29691595,5.51155887,5.91704431,1.88618141,6.32252976
7952,6.01179398,7.42118025,7.02670033,6.54922581,6.52475433,5.94546963,5.72325359,5.79868334,0.27870512,5.87411309,5.79868334,6.03143034,0.85997608,6.26417734,5.92281507,6.11348416,0.70450252,6.30415324
7953,6.23040875,8.11568789,7.65256163,7.36607013,7.33864089,6.81128850,6.60990914,6.20768346,-1.44503383,5.80545779,6.20768346,6.22036018,0.04554229,6.23303689,6.21444438,6.24865374,0.12290038,6.28286310
7954,6.41702376,8.63413182,8.09405397,7.97137619,7.94363397,7.48275202,7.30229667,6.55250021,-2.73476184,5.80270376,6.55250021,6.38353566,-0.61627099,6.21457111,6.46238579,6.36518145,-0.35453717,6.26797711
7955,6.61947552,9.18914264,8.61350460,8.75432823,8.72098563,8.31016223,8.16244822,6.93823040,-4.41710001,5.71401259,6.93823040,6.55685690,-1.37603365,6.17548339,6.73483120,6.48764046,-0.89188885,6.24044972
7956,6.82881282,9.53988929,9.07311003,9.34170532,9.30441590,8.96087048,8.84017658,7.31322845,-5.89804614,5.78628032,7.31322845,6.74382227,-2.19940928,6.17441610,7.00954515,6.62226159,-1.49593579,6.23497802
7957,7.01785041,9.67450414,9.19302195,9.56356830,9.53171852,9.24485669,9.14882735,7.60399157,-6.68109721,6.05915579,7.60399157,6.92654333,-2.92982442,6.24909508,7.24268584,6.76089564,-2.08364360,6.27910544
7958,7.15450598,9.97078837,9.51253986,9.79854946,9.77747165,9.50063495,9.41653581,7.80879682,-6.96277815,6.20105783,7.80879682,7.05886977,-3.24777575,6.30894272,7.40883573,6.86384342,-2.36024663,6.31885111
7959,7.21978841,10.18533911,9.73328557,9.85290774,9.83176954,9.53844189,9.43868707,7.88631288,-6.47316645,6.33393868,7.88631288,7.12739835,-3.16455922,6.36848382,7.48155846,6.92062264,-2.33901784,6.35968682
7960,7.24593154,10.20609328,9.79979253,9.88430435,9.85561162,9.51241445,9.38982950,7.90426712,-5.87506991,6.41870475,7.90426712,7.15811029,-2.95088488,6.41195346,7.50631681,6.94834838,-2.20664146,6.39037995
7961,7.27223175,10.28573461,10.00049958,10.06428647,10.04462530,9.68039754,9.50636850,7.94772014,-5.73541926,6.38907178,7.94772014,7.18171565,-2.81869664,6.41571117,7.53918442,6.96714299,-2.10496316,6.39510157
7962,6.78074925,6.85192326,6.32098469,5.63641573,5.59988461,4.79577554,4.33720918,6.78313772,3.90869924,9.22906626,6.78313772,6.84459030,0.09820387,6.90604288,6.81591243,6.74056277,-0.12041201,6.66521310
7963,6.65154778,6.94156599,6.48686058,5.84045150,5.81649593,5.11189869,4.73741277,6.53585085,3.35792842,8.33428892,6.53585085,6.72946278,0.36149981,6.92307472,6.63911055,6.66576175,0.04976143,6.69241296
7964,6.53949500,6.48670196,6.06959544,5.31195345,5.28792239,4.60391407,4.28902300,6.29714318,4.07128906,8.30526337,6.29714318,6.63878506,0.69264919,6.98042693,6.47935218,6.60822965,0.26128786,6.73710712
7965,6.47988437,6.40021397,6.06253075,5.25420648,5.24099839,4.54130299,4.29560961,6.18649445,4.01006446,8.07737930,6.18649445,6.58379671,0.84257254,6.98109896,6.39838899,6.57302194,0.37035010,6.74765490
7966,6.50552127,6.21281827,5.71682812,5.71682812,5.70155972,4.55278094,4.23015635,6.25491789,2.85036401,8.27967944,6.25491789,6.60261317,0.48946905,6.95030845,6.44035537,6.57999658,0.19658032,6.71963779
7967,6.49531212,6.12530805,5.63824281,5.63362708,5.61904112,4.41586786,4.23914406,6.23532061,2.86003901,8.23149717,6.23532061,6.59392983,0.51380041,6.95253904,6.42657886,6.57386442,0.21102464,6.72114997
7968,6.47593075,6.03066166,5.57021270,5.49975276,5.48573573,4.31007190,4.25882173,6.19681386,2.94128096,8.13480598,6.19681386,6.57692363,0.57689070,6.95703340,6.39953907,6.56323553,0.24844130,6.72693199
7969,6.45413499,5.99636289,5.55781933,5.43424732,5.42106662,4.28320644,4.25539260,6.15406550,3.02528637,8.05273840,6.15406550,6.55753745,0.64287967,6.96100940,6.36925054,6.55114580,0.28982626,6.73304107
7970,6.42695976,5.95337959,5.54618804,5.34527224,5.33293398,4.25516496,4.24397199,6.10112955,3.18608042,7.95828711,6.10112955,6.53314448,0.74115107,6.96515941,6.33153751,6.53601376,0.35079294,6.74049001
7971,6.40361203,5.90256810,5.50827000,5.29928544,5.28736319,4.23639546,4.22555114,6.05809971,3.24454677,7.89064828,6.05809971,6.51153555,0.80281299,6.96497139,6.29993216,6.52210331,0.39335639,6.74427446
7972,6.38659259,5.98241090,5.58702476,5.29851406,5.28659701,4.24041714,4.21533561,6.02937741,3.20443250,7.84341920,6.02937741,6.49510432,0.82268801,6.96083122,6.27776509,6.51096687,0.41194163,6.74416864
7973,5.91483031,4.34490978,4.22893154,4.15052953,4.14585806,3.84702166,3.80740815,5.28846124,8.83023819,6.76951433,5.28846124,6.02818355,4.41032414,6.76790586,5.68297980,6.17980232,2.96212283,6.67662484
7974,6.05598641,6.55587912,6.39204923,5.13226078,5.12631714,4.73023944,4.54329663,5.59368783,4.49514819,6.64407902,5.59368783,6.14058043,2.34042640,6.68747302,5.88536388,6.25098359,1.56466923,6.61660330
7975,6.33687009,7.86679279,7.60795402,6.87741697,6.86582233,6.50370170,6.31829506,6.22916053,-0.41339174,6.14002601,6.22916053,6.35220082,0.57064129,6.47524111,6.29478202,6.38497074,0.41828094,6.47515946
7976,6.53632786,8.47582671,8.13619705,7.74714552,7.72603357,7.28694204,7.09519703,6.61532432,-2.07613434,6.13545160,6.61532432,6.52338050,-0.39778822,6.43143668,6.56628761,6.50208814,-0.27775433,6.43788867
7977,6.65622225,8.70730411,8.33455245,7.98521152,7.96317519,7.52746141,7.36518771,6.81824016,-2.45453222,6.27129261,6.81824016,6.63476993,-0.82335791,6.45129970,6.72038937,6.58288841,-0.61706197,6.44538745
7978,6.76726806,8.95590180,8.52158994,8.24773048,8.22544567,7.81338305,7.66820766,7.00659370,-3.01246251,6.34497975,7.00659370,6.73694361,-1.22777154,6.46729353,6.86278032,6.65811119,-0.93190007,6.45344206
7979,6.87969032,9.21712482,8.75665819,8.56068335,8.53405977,8.12994527,8.01189173,7.20037875,-3.66867704,6.38886576,7.20037875,6.83915448,-1.63301782,6.47793022,7.00772581,6.73336406,-1.24033090,6.45900232
7980,6.99493533,9.48099168,9.07735608,8.91778871,8.88554804,8.48624575,8.38209271,7.40056927,-4.39232295,6.41904583,7.40056927,6.94332425,-2.04617409,6.48607922,7.15670526,6.81005542,-1.55126001,6.46340557
7981,7.11691823,9.83976379,9.35580815,9.36142610,9.32945180,8.94187959,8.84557423,7.62281950,-5.27707492,6.40006477,7.62281950,7.05058444,-2.46960997,6.47834939,7.31762747,6.88753623,-1.85615614,6.45744499
7982,7.23234358,10.13368213,9.66457008,9.70753959,9.68603669,9.31571253,9.22975469,7.82584483,-5.95698732,6.42193496,7.82584483,7.15422727,-2.84976791,6.48260971,7.46764880,6.96342333,-2.13949966,6.45919787
7983,7.32234859,10.26848465,9.82872799,9.86642528,9.84589251,9.48634512,9.38934478,7.96206165,-6.13364050,6.53477852,7.96206165,7.24125209,-3.09762416,6.52044253,7.57762989,7.03059854,-2.35082552,6.48356720
7984,7.40902385,10.43804325,10.05986837,10.11613103,10.08932800,9.74077289,9.62664055,8.10259011,-6.49732894,6.57853968,8.10259011,7.32197824,-3.32790308,6.54136636,7.68626378,7.09217821,-2.53270448,6.49809264
7985,7.44434712,10.53210797,10.26143639,10.31656283,10.29796725,9.95510717,9.78989697,8.16943399,-6.30562845,6.54897102,8.16943399,7.35232101,-3.17959186,6.53520802,7.73364040,7.11372623,-2.41224175,6.49381205
7986,6.91397365,7.00860029,6.45463305,5.75421981,5.71604535,4.93250893,4.45388259,6.95235130,3.83839162,9.45082001,6.95235130,6.97809028,0.03954273,7.00382926,6.96607876,6.85442496,-0.17153347,6.74277116
7987,6.77530650,7.09482308,6.61849724,5.97390423,5.94895085,5.27558039,4.88316072,6.69625917,3.24176054,8.50935762,6.69625917,6.85299764,0.28024324,7.00973610,6.77985302,6.77011048,-0.01741935,6.76036794
7988,6.66376794,6.62501148,6.16663352,5.41482284,5.38847164,4.73745352,4.39127988,6.46500009,3.83694705,8.53872031,6.46500009,6.76223704,0.54996928,7.05947398,6.62352646,6.70975820,0.15955219,6.79598993
7989,6.61441686,6.57468654,6.17131568,5.38632005,5.37029374,4.69784810,4.40431508,6.38308440,3.52455207,8.36185372,6.38308440,6.71524468,0.59163853,7.04740495,6.56023655,6.67633721,0.20679664,6.79243788
7990,6.62796824,6.39394736,5.78975632,5.78975632,5.77165102,4.70191272,4.30884623,6.44129438,2.47225637,8.57374254,6.44129438,6.72038976,0.32356957,6.99948514,6.59014525,6.67119452,0.09396457,6.75224379
7991,6.61579827,6.31701467,5.70200442,5.70200442,5.68318015,4.54173797,4.31861191,6.42637044,2.39946554,8.53412896,6.42637044,6.70838148,0.32104047,6.99039253,6.57677633,6.66039477,0.09519096,6.74401321
7992,6.60052191,6.21831757,5.60438769,5.60438769,5.58606141,4.40216132,4.33386687,6.40187497,2.36159075,8.46988306,6.40187497,6.69414798,0.33376525,6.98642099,6.55775391,6.64939963,0.10465611,6.74104535
7993,6.58513757,6.17280702,5.56237415,5.56237415,5.54377387,4.36652858,4.32784283,6.37544832,2.35123392,8.42305380,6.37544832,6.68016116,0.34989708,6.98487401,6.53796183,6.63905271,0.11608110,6.74014358
7994,6.57116070,6.12099558,5.51267451,5.51267451,5.49444008,4.33659125,4.31989056,6.35144416,2.33939742,8.38299775,6.35144416,6.66739369,0.36382576,6.98334323,6.51995057,6.62968657,0.12636442,6.73942256
7995,6.55598741,6.07336792,5.47946002,5.47946002,5.46143652,4.32487700,4.30856820,6.32347027,2.37579698,8.33837234,6.32347027,6.65394385,0.38966566,6.98441743,6.49972285,6.62028977,0.14216201,6.74085669
7996,6.54900921,6.18596922,5.55760277,5.55542668,5.53648125,4.33783411,4.29800734,6.31583872,2.25024788,8.33367010,6.31583872,6.64650964,0.36875804,6.97718056,6.49219654,6.61393797,0.13576377,6.73567940
7997,6.23878970,4.69549038,4.53073165,4.52667925,4.52010064,4.22074353,4.16444172,5.74187621,6.64873283,7.31931071,5.74187621,6.35685902,2.59209264,6.97184182,6.06986704,6.43184416,1.52569830,6.79382127
7998,6.42759397,7.60090046,7.41754321,6.43384522,6.42706157,6.12407131,5.91426060,6.23787636,1.24797905,6.56149211,6.23787636,6.47539516,0.91595818,6.71291397,6.36455305,6.49964072,0.52094677,6.63472839
7999,6.69383941,8.75972713,8.47983097,7.93150314,7.91902250,7.65599082,7.45513392,6.82830077,-2.70808241,6.20146763,6.82830077,6.67901659,-0.64494654,6.52973241,6.74868254,6.63116155,-0.50772128,6.51364056
8000,6.87597976,9.34455841,8.97370574,8.78190715,8.75885095,8.42293302,8.21312551,7.18971605,-4.08270968,6.16630660,7.18971605,6.83270354,-1.42423779,6.47569103,6.99930938,6.73503161,-1.05428906,6.47075385
8001,6.99152914,9.54637528,9.13760881,8.98374427,8.95952051,8.62013689,8.44184296,7.38322319,-4.36123710,6.32460341,7.38322319,6.94070224,-1.82307077,6.49818130,7.14721202,6.81360586,-1.37437027,6.47999970
8002,7.09022478,9.71603808,9.24750888,9.13881765,9.11471673,8.78977842,8.63291359,7.54025637,-4.64085954,6.44759916,7.54025637,7.03449194,-2.14814092,6.52872751,7.27051535,6.88417843,-1.64089465,6.49784151
8003,7.19695311,9.96523470,9.47066436,9.44508035,9.41644571,9.09427993,8.96727177,7.72469247,-5.26205318,6.48211317,7.72469247,7.13119217,-2.51334474,6.53769187,7.40815898,6.95557498,-1.91659482,6.50299099
