Hour,Zone0_t_eft,Zone1_t_eft,Zone2_t_eft,Zone3_t_eft,Zone4_t_eft,Zone5_t_eft,GHX0_t_eft,GHX0_t_mean,GHX0_q_ghe,GHX0_t_exit,GHX1_t_eft,GHX1_t_mean,GHX1_q_ghe,GHX1_t_exit,GHX2_t_eft,GHX2_t_mean,GHX2_q_ghe,GHX2_t_exit
5658,8.87466642,10.15133994,9.74355905,10.98601043,10.96410470,11.52004337,11.18538721,9.84938976,-2.47142576,8.51339231,9.84938976,8.80942928,-1.92379494,7.76946879,9.29474417,8.39457757,-1.66519398,7.49441098
5659,8.55155645,9.71807491,9.15871710,10.09091746,10.05813726,10.72536327,10.30523519,9.40058339,-1.21645070,8.49593158,9.40058339,8.50034856,-1.21051135,7.60011373,8.92045814,8.12995452,-1.06296000,7.33945089
5660,8.34919995,9.73043409,9.15931069,9.93316638,9.90951994,10.54290304,10.12969102,9.14661948,-1.09704545,8.16354795,9.14661948,8.29800435,-0.94700064,7.44938921,8.69402474,7.95511448,-0.82457697,7.21620421
5661,8.14900075,9.83933155,8.99339462,8.99339462,8.96673530,9.62025425,9.07621267,8.84834547,-0.16761989,8.62047826,8.84834547,8.11323966,-0.54074633,7.37813386,8.45628904,7.79781413,-0.48437638,7.13933923
5662,8.01208442,9.84590463,8.82367441,8.82367441,8.79079671,9.30936946,8.94173215,8.66854388,-0.16619388,8.39535562,8.66854388,7.97842873,-0.41983106,7.28831358,8.30048247,7.68248666,-0.37595731,7.06449085
5663,7.89447405,9.66881753,8.33264554,8.33264554,8.29075276,8.74074999,8.59115179,8.51153852,-0.03701919,8.43192524,8.51153852,7.86359017,-0.30128797,7.21564182,8.16596606,7.58419747,-0.27051520,7.00242887
5664,7.80568990,9.73998524,8.40145774,8.40145774,8.35860308,8.73702970,8.65024725,8.39922777,-0.11668190,8.14820829,8.39922777,7.77456053,-0.29036535,7.14989330,8.06607191,7.50811045,-0.25935836,6.95014900
5665,7.72742010,9.64814215,8.25033466,8.25033466,8.20648673,8.58231711,8.54092999,8.29747947,-0.10831820,8.05402894,8.29747947,7.69709134,-0.26713009,7.09670322,7.97727247,7.44187453,-0.23821407,6.90647660
5666,7.65411313,9.48793558,7.99207065,7.99207065,7.94421628,8.27067433,8.22642337,8.19578299,-0.01272842,8.16514261,8.19578299,7.62681676,-0.23635608,7.05785053,7.89233433,7.38186033,-0.21205764,6.87138633
5667,7.59558400,9.55306600,8.16795458,8.16795458,8.12436773,8.41997700,8.33014829,8.12201774,-0.09330071,7.91388719,8.12201774,7.56806123,-0.24832747,7.01410473,7.82657427,7.33159512,-0.22188912,6.83661597
5668,7.59682225,11.30394032,10.36537928,10.36537928,10.32637957,10.57245001,10.25725762,8.21137101,-1.36601712,6.16548440,8.21137101,7.53965912,-0.44849501,6.86794722,7.85312467,7.30390520,-0.36670810,6.75468574
5669,8.01889592,11.61835594,11.42516939,11.55738715,11.55003649,11.60966658,11.39171305,9.00359467,-7.76078797,6.61547628,9.00359467,7.89659756,-3.59746398,6.78960045,8.41319621,7.56826702,-2.74580873,6.72333782
5670,8.32852079,12.03750375,11.78912609,11.81466301,11.80346532,11.85521235,11.67999637,9.44983652,-9.59236802,7.21967668,9.44983652,8.20138322,-5.36984987,6.95292992,8.78399476,7.80797910,-4.19804054,6.83196344
5671,8.67516669,11.98528465,11.74450554,12.17385693,12.15889143,12.20604162,12.07201235,9.90286137,-11.73663702,7.73371040,9.90286137,8.55016546,-7.31903917,7.19746954,9.18142355,8.09658743,-5.86972874,7.01175130
5672,8.91684422,12.14528930,11.89283785,12.40588781,12.39097458,12.43867369,12.33021006,10.19650812,-12.52463321,8.06280618,10.19650812,8.79615225,-8.21995955,7.39579638,9.44965165,8.30792143,-6.70185092,7.16619120
5673,9.12822403,12.28661599,12.00838219,12.56960102,12.55534710,12.60568728,12.51389962,10.43589974,-13.07589186,8.35789985,10.43589974,9.01352080,-8.95037253,7.59114187,9.67729764,8.50071133,-7.40371327,7.32412502
5674,9.35665311,12.44412374,12.17032628,12.81831194,12.80251914,12.85559800,12.78625256,10.70500698,-13.99727114,8.62376140,10.70500698,9.24460770,-9.82181287,7.78420843,9.92612736,8.70582539,-8.20705531,7.48552341
5675,9.54140560,12.70050041,12.46641376,13.09952665,13.08099069,13.13658250,13.07692685,10.93632530,-14.61293696,8.79572375,10.93632530,9.42779963,-10.29803539,7.91927396,10.13177828,8.86669396,-8.63616928,7.60160964
5676,9.77144603,12.79632979,12.54690223,13.29336895,13.27701910,13.33377462,13.28472191,11.18972962,-15.49322233,9.09473732,11.18972962,9.66333646,-11.28822698,8.13694330,10.37565327,9.08092346,-9.57499306,7.78619366
5677,9.95088641,12.99989797,12.76666675,13.51935317,13.50866201,13.56782565,13.52557588,11.40059695,-16.00650887,9.27561802,11.40059695,9.84310383,-11.73189393,8.28561071,10.56993395,9.24340350,-9.99215627,7.91687304
5678,10.04634201,13.16850424,12.94357978,13.63463361,13.62411760,13.68144565,13.63246761,11.50580252,-15.77670750,9.37913744,11.50580252,9.93962603,-11.61871170,8.37344953,10.67050839,9.33300901,-9.92226592,7.99550964
5679,10.19913525,13.31372822,13.12704510,13.83840827,13.82527084,13.90024607,13.84466398,11.68833291,-16.43659483,9.53200184,11.68833291,10.09207478,-12.16744892,8.49581665,10.83699524,9.47015240,-10.41873500,8.10330956
5680,10.22451883,13.37621983,13.24649028,13.94542562,13.93644481,14.03082594,13.95284558,11.73342338,-15.90761246,9.51400118,11.73342338,10.11360623,-11.60996926,8.49378907,10.86952090,9.48737361,-9.90648081,8.10522632
5681,8.97408585,10.01741530,9.54423578,10.97528301,10.94228826,11.36979046,10.96277085,9.98782469,-1.55340948,9.01287852,9.98782469,8.91368697,-1.71145420,7.83954926,9.41495124,8.47023970,-1.50523580,7.52552815
5682,8.59771654,10.04492229,9.52994728,10.51595108,10.48834014,10.92018218,10.49862544,9.49176967,-1.47395488,8.48491389,9.49176967,8.54252152,-1.38962201,7.59327336,8.98550399,8.15453089,-1.21647696,7.32355779
5683,8.32275179,9.57053764,8.86359035,9.52832392,9.48700718,10.04019225,9.51102625,9.09209243,-0.44560727,8.67315860,9.09209243,8.28388257,-0.85966844,7.47567271,8.66104717,7.93612849,-0.77107412,7.21120982
5684,8.15465311,9.63409554,8.92238198,9.39201779,9.36260274,9.91870997,9.40494756,8.87698914,-0.47225868,8.34903072,8.87698914,8.11604534,-0.68066404,7.35510153,8.47115244,7.79293959,-0.60666123,7.11472674
5685,7.99949330,9.59112762,8.64820160,8.64820160,8.61846679,9.16215885,8.55607504,8.64710272,0.05994879,8.73813040,8.64710272,7.97184139,-0.44471200,7.29658006,8.28696334,7.67095611,-0.40568858,7.05494887
5686,7.88798386,9.58446725,8.46462223,8.46462223,8.42868280,8.89910187,8.49679215,8.50218409,0.00299039,8.50757603,8.50218409,7.86102877,-0.35558739,7.21987344,8.16023458,7.57684018,-0.32355295,6.99344578
5687,7.79155974,9.40891086,7.98981360,7.98981360,7.94537311,8.40997571,8.25135597,8.37573865,0.05444266,8.50012134,8.37573865,7.76571750,-0.26700801,7.15569634,8.05039404,7.49574911,-0.24276968,6.94110418
5688,7.71789358,9.50801652,8.09731528,8.09731528,8.05224898,8.45267787,8.36124840,8.28350156,-0.03424832,8.20575473,8.28350156,7.69116041,-0.26093265,7.09881926,7.96758628,7.43253049,-0.23569783,6.89747470
5689,7.65043901,9.40322567,7.90032645,7.90032645,7.85317920,8.23502204,8.19054122,8.19349899,0.00122210,8.19645676,8.19349899,7.62491029,-0.23493068,7.05632160,7.89025169,7.37636737,-0.21232781,6.86248306
5690,7.58931627,9.26923673,7.70380842,7.70380842,7.65386924,8.01598235,7.96962415,8.10873972,0.05508417,8.24785530,8.10873972,7.56599841,-0.21490372,7.02325710,7.81927769,7.32650323,-0.19511886,6.83372876
5691,7.54025774,9.36274488,7.91431877,7.91431877,7.86871664,8.19025079,8.09632511,8.04644759,-0.02135629,7.99657007,8.04644759,7.51659805,-0.22686811,6.98674851,7.76386117,7.28471096,-0.20515995,6.80556076
5692,7.48901913,9.06506766,7.78198371,7.78198371,7.72880915,8.04542634,7.61575883,7.96073549,0.16660008,8.30571215,7.96073549,7.47211049,-0.23597238,6.98348549,7.70013549,7.24774328,-0.21847443,6.79535108
5693,7.52721729,9.97649300,9.44718872,9.57819370,9.55809024,9.72318025,9.12720432,8.07389515,-1.23980923,7.02058597,8.07389515,7.48783911,-0.68982375,6.90178306,7.76133193,7.25965771,-0.59050119,6.75798349
5694,7.48779019,10.68163023,9.92901324,9.92901324,9.89049688,10.15763309,9.25840420,8.04181655,-1.01079155,6.82522890,8.04181655,7.44275987,-0.49772117,6.84370319,7.72231965,7.21975651,-0.41755033,6.71719337
5695,7.64471290,10.85629269,10.44615635,10.46648623,10.44740327,10.54481614,10.20251002,8.37181104,-3.84597452,6.54111206,8.37181104,7.56247660,-1.70026841,6.75314216,7.94016601,7.30705220,-1.33006005,6.67393839
5696,7.77359762,11.12855316,10.71471439,10.74179934,10.72186634,10.80701233,10.56553095,8.61088438,-5.11151573,6.65623782,8.61088438,7.67400963,-2.44998258,6.73713488,8.11121785,7.38774593,-1.89192162,6.66427401
5697,7.91635146,11.33940824,10.92334074,10.95131507,10.93572483,11.02231052,10.83774338,8.84266226,-6.19434681,6.84758114,8.84266226,7.80732794,-3.21451583,6.77199362,8.29048395,7.48877148,-2.48916452,6.68705900
5698,8.03261531,11.47884850,11.08634226,11.15963381,11.14244547,11.23936681,11.09885247,9.02764334,-6.81988500,6.95643420,9.02764334,7.91663258,-3.65823298,6.80562183,8.43510427,7.57262794,-2.83988193,6.71015161
5699,8.18362750,11.50652766,11.15782973,11.40312427,11.38932020,11.51018743,11.40032975,9.25746621,-7.88077207,7.11460267,9.25746621,8.06098795,-4.40026733,6.86450969,8.61934447,7.68566525,-3.43377587,6.75198603
5700,8.27351859,11.65574900,11.31138103,11.51776501,11.50474123,11.63237445,11.53584719,9.38438291,-8.01906245,7.23291864,9.38438291,8.14952910,-4.60261875,6.91467529,8.72579421,7.75663217,-3.61231697,6.78747013
5701,8.33376767,11.87505253,11.52853312,11.58899064,11.57803549,11.72470631,11.63950946,9.46956876,-8.03411272,7.29962805,9.46956876,8.20864187,-4.66852791,6.94771499,8.79707442,7.80427424,-3.67580025,6.81147405
5702,7.91550533,10.28885761,9.50290782,9.64821899,9.62593546,10.03410542,9.81373718,8.73824098,-1.74200380,7.66274478,8.73824098,7.84159160,-1.45232185,6.94494222,8.26002798,7.52176516,-1.19577980,6.78350235
5703,7.84147791,10.38485970,9.69512431,9.75521348,9.73464325,10.16007793,9.93480136,8.63284769,-2.40398267,7.33089402,8.63284769,7.76753519,-1.59774982,6.90222270,8.17134769,7.46448387,-1.30518346,6.75762004
5704,7.72561869,9.86853216,9.15442938,9.15442938,9.13811267,9.76870484,9.39455307,8.43310211,-1.40637376,7.47165116,8.43310211,7.66538799,-1.12298292,6.89767386,8.02365458,7.38500624,-0.93419042,6.74635789
5705,7.65063720,9.58708749,9.07526168,9.07526168,9.05551535,9.89761961,9.36784144,8.32830182,-1.26209360,7.28876221,8.32830182,7.59134688,-0.89472889,6.85439193,7.93525919,7.32535493,-0.74047805,6.71545067
5706,7.59847012,9.50197644,8.96346092,8.96346092,8.94308325,9.77819399,9.24660935,8.24959745,-1.15049020,7.25258555,8.24959745,7.54180521,-0.81674857,6.83401297,7.87210825,7.28574083,-0.67663182,6.69937341
5707,7.52586402,9.03574150,8.36676278,8.36676278,8.34088486,9.26339892,8.65779392,8.11594841,-0.50145711,7.57410289,8.11594841,7.48138167,-0.58726702,6.84681493,7.77751281,7.23826540,-0.49905266,6.69901799
5708,7.48106501,9.09083763,8.35784867,8.35784867,8.32536536,9.14310287,8.60144269,8.04727039,-0.46818803,7.49309809,8.04727039,7.43925716,-0.51367511,6.83124393,7.72299667,7.20457168,-0.43798720,6.68614669
5709,7.43199929,8.96248219,8.09071725,8.09071725,8.06259590,8.76959477,8.20887070,7.96136133,-0.17579277,7.71385195,7.96136133,7.39713996,-0.40073648,6.83291859,7.66044326,7.17092046,-0.34768205,6.68139767
5710,7.39532047,9.07770843,8.03397685,8.03397685,8.00145939,8.58644349,8.21148794,7.91078390,-0.17861740,7.61007986,7.91078390,7.36101795,-0.32655951,6.81125201,7.61757539,7.14131485,-0.28289750,6.66505430
5711,7.35667394,9.00522326,7.64494371,7.64494371,7.60535552,8.10642175,7.95430074,7.85213077,-0.04654785,7.74996080,7.85213077,7.32502132,-0.24014700,6.79791188,7.57100573,7.11172333,-0.20924552,6.65244093
5712,7.33173761,9.16330842,7.80448209,7.80448209,7.76636164,8.18974511,8.10160894,7.81973902,-0.12860125,7.53786911,7.81973902,7.29965414,-0.23728522,6.77956926,7.54236042,7.09102583,-0.20591837,6.63969123
5713,7.30597402,9.10996286,7.67065867,7.67065867,7.62916432,8.03731578,7.99465023,7.78085765,-0.09199082,7.56706507,7.78085765,7.27539969,-0.21748882,6.76994173,7.51128007,7.07133853,-0.18929836,6.63139698
5714,7.28113360,9.02325401,7.53005822,7.53005822,7.48794919,7.88137399,7.83713021,7.74067165,-0.03998835,7.64421310,7.74067165,7.25293422,-0.20219890,6.76519678,7.48054502,7.05323483,-0.17714787,6.62592464
5715,7.26317275,9.13462250,7.74174330,7.74174330,7.70178451,8.04833741,7.95808227,7.71605950,-0.10774301,7.47403672,7.71605950,7.23496122,-0.21417397,6.75386295,7.45947375,7.03882876,-0.18726155,6.61818377
5716,7.23941539,8.86234710,7.61405895,7.61405895,7.56695589,7.89653544,7.47860940,7.66327305,0.09160583,7.84793669,7.66327305,7.21833845,-0.22071806,6.77340386,7.42597460,7.02620486,-0.19831319,6.62643513
5717,7.29224391,9.84150348,9.29116429,9.29116429,9.27526946,9.43146803,8.81236603,7.78792933,-1.15890147,6.76349263,7.78792933,7.25133123,-0.60703051,6.71473312,7.50174368,7.05281560,-0.50785316,6.60388752
5718,7.31839158,10.00589310,9.50303828,9.50303828,9.48866765,9.63494469,9.03301156,7.85070662,-1.46336853,6.66840168,7.85070662,7.26829821,-0.72086152,6.68588979,7.54008880,7.06502333,-0.58800046,6.58995786
5719,7.32700114,9.97330320,9.34612166,9.34612166,9.33283929,9.44576310,8.90305324,7.86098161,-1.37278416,6.81890998,7.86098161,7.27758772,-0.76854015,6.69419383,7.54983820,7.07233022,-0.62905022,6.59482224
5720,7.33177173,9.95081369,9.20490918,9.20490918,9.19181848,9.29260461,8.83880699,7.86450436,-1.34499654,6.89020174,7.86450436,7.28339376,-0.80220635,6.70228315,7.55457871,7.07713520,-0.65909693,6.59969168
5721,7.33537586,9.90231411,9.05799645,9.05799645,9.04596647,9.15316760,8.76450786,7.86350273,-1.31542315,6.96249759,7.86350273,7.28887100,-0.83893404,6.71423927,7.55703247,7.08205401,-0.69344518,6.60707555
5722,7.34614166,9.99569211,9.15452144,9.15452144,9.13955921,9.26348173,8.95127431,7.89342491,-1.55152053,6.83557551,7.89342491,7.29463421,-0.87823093,6.69584352,7.57406987,7.08565227,-0.71634954,6.59723467
5723,7.35621286,10.05836146,9.22329097,9.22329097,9.20868779,9.34582983,9.07544195,7.92123672,-1.70533729,6.76703148,7.92123672,7.30033416,-0.91738302,6.67943160,7.59008868,7.08892621,-0.74046714,6.58776374
5724,7.37036319,10.11525623,9.30152297,9.30152297,9.28311013,9.44643291,9.21195115,7.95666220,-1.90436820,6.70137324,7.95666220,7.30954756,-0.98172181,6.66243292,7.61153439,7.09473895,-0.78401773,6.57794352
5725,7.38473401,10.17738894,9.37681693,9.37681693,9.36281728,9.54391407,9.34165974,7.99250058,-2.08057316,6.64334143,7.99250058,7.31905078,-1.03854433,6.64560098,7.63332736,7.10062732,-0.82149048,6.56792729
5726,7.39519865,10.17542776,9.39586108,9.39586108,9.38441727,9.57808020,9.35331299,8.01311033,-2.12256251,6.67290767,8.01311033,7.32792112,-1.08517687,6.64273192,7.64767609,7.10665300,-0.85685200,6.56562991
5727,7.40472381,10.06693584,9.31362004,9.36270687,9.35198338,9.59529405,9.34215364,8.02843896,-2.15219058,6.71472429,8.02843896,7.33706084,-1.13264890,6.64568271,7.65970396,7.11331793,-0.89511589,6.56693189
5728,7.35275630,9.70319619,8.91940199,8.91940199,8.90569162,9.23219653,8.81630332,7.91499586,-1.18262856,7.01368840,7.91499586,7.29934821,-0.80780702,6.68370056,7.58665045,7.08544871,-0.65763960,6.58424698
5729,7.31224330,9.52342635,8.92513698,8.92513698,8.90816901,9.31852492,8.70101682,7.84696205,-0.88681184,6.99290727,7.84696205,7.26315606,-0.60619773,6.67935007,7.53559885,7.05697982,-0.49697636,6.57836078
5730,7.28051946,9.40587870,8.74695061,8.74695061,8.72829455,9.10209608,8.45286676,7.78580178,-0.62796420,7.11873679,7.78580178,7.23756487,-0.51610137,6.68932796,7.49340876,7.03721740,-0.42945118,6.58102604
5731,7.23407221,8.95731757,8.12878957,8.12878957,8.10487030,8.49654533,7.74940254,7.68399723,-0.04885667,7.61859192,7.68399723,7.20462815,-0.35808063,6.72525908,7.42833372,7.01205905,-0.31095017,6.59578438
5732,7.20535326,8.87089656,7.93366169,7.93366169,7.89843151,8.24933904,7.56018062,7.62969644,0.04593177,7.69921227,7.62969644,7.18119930,-0.29633928,6.73270215,7.39049797,6.99375931,-0.26214046,6.59702065
5733,7.17519837,8.66931728,7.55898152,7.55898152,7.52661457,7.79203459,7.08109686,7.56786438,0.27118375,8.05463190,7.56786438,7.15855086,-0.22803324,6.74923735,7.34956384,6.97592355,-0.20815927,6.60228327
5734,7.15523842,8.75035503,7.40961801,7.40961801,7.37206084,7.54158941,7.06185709,7.53946956,0.22042809,8.01708203,7.53946956,7.13927007,-0.18470038,6.73907059,7.32602983,6.96004824,-0.16890811,6.59406665
5735,7.13503638,8.65653728,6.90769284,6.90769284,6.85161522,6.94255688,6.74766529,7.50871340,0.26882966,8.26976152,7.50871340,7.12068434,-0.13706587,6.73265527,7.30176457,6.94448988,-0.12620231,6.58721520
5736,7.12195252,8.72390078,7.04202959,7.04202959,6.98946201,6.89289130,6.78427418,7.48748037,0.25839960,8.19068656,7.48748037,7.10891357,-0.13910786,6.73034678,7.28557808,6.93495189,-0.12884083,6.58432570
5737,7.10624970,8.45031463,6.84809096,6.84809096,6.79683936,6.45843528,6.41123770,7.45084282,0.40067776,8.49044793,7.45084282,7.09869538,-0.13572235,6.74654794,7.26303085,6.92707124,-0.12948334,6.59111164
5738,7.08956012,8.16234404,6.68147234,6.68147234,6.63510469,6.07744122,6.03387079,7.40687588,0.57191300,8.77988098,7.40687588,7.08945048,-0.13222072,6.77202507,7.23758233,6.92039187,-0.13212285,6.60320141
5739,7.07486264,8.01379062,6.66997344,6.66997344,6.62707633,5.95978026,5.87323086,7.36737967,0.68527627,8.86152847,7.36737967,7.08134019,-0.13118912,6.79530071,7.21482528,6.91490534,-0.13755525,6.61498541
5740,6.57768903,4.59518216,4.48480154,4.48480154,4.48027123,4.41880817,4.38169730,6.18225812,9.85197218,7.98281895,6.18225812,6.69932651,2.82919815,7.21639490,6.45802793,6.71444458,1.40301270,6.97086123
5741,6.86301491,7.32568362,6.84238499,6.35384265,6.33518293,6.07318193,5.53192326,6.84459018,1.66633572,8.15725711,6.84459018,6.92387866,0.10065099,7.00316714,6.88687737,6.83574353,-0.06491072,6.78460968
5742,7.11694608,10.04669092,9.53005979,9.42415014,9.40089683,9.26590922,8.90251162,7.50538678,-2.86113469,6.10826193,7.50538678,7.07840945,-0.87439547,6.65143213,7.27766554,6.93326669,-0.70528521,6.58886784
5743,7.36568095,10.09265884,9.64056938,10.24489250,10.21679938,10.13658290,9.88513547,8.01544054,-5.33615658,6.14574561,8.01544054,7.27949396,-2.10041015,6.54354738,7.62293570,7.07167553,-1.57331046,6.52041536
5744,7.57004839,10.34574309,9.90358352,10.59054209,10.56442230,10.54054890,10.35068131,8.37158205,-6.57344441,6.39248278,8.37158205,7.46490667,-3.01146097,6.55823129,7.88802184,7.20665015,-2.26313001,6.52527846
5745,7.78842023,10.53982896,10.09647290,10.85660376,10.83387849,10.86586660,10.71958040,8.70909740,-7.86941245,6.69861440,8.70909740,7.67416203,-4.05093366,6.63922666,8.15713187,7.36703550,-3.09258732,6.57693912
5746,8.02434135,10.72202500,10.31715307,11.15799457,11.13472047,11.19334056,11.09076636,9.04865421,-9.20918406,7.00654205,9.04865421,7.90519055,-5.15660577,6.76172689,8.43880692,7.55066640,-4.00519115,6.66252588
5747,8.21241936,11.07850719,10.74035650,11.49254837,11.46573400,11.53794758,11.45173460,9.32037106,-9.98979612,7.18900751,9.32037106,8.08788399,-5.77672191,6.85539693,8.66304462,7.69741906,-4.52593012,6.73179350
5748,8.42400623,11.23756801,10.88764364,11.67881976,11.65584900,11.73145255,11.66263789,9.58634255,-10.86079632,7.51004721,9.58634255,8.30273665,-6.71435418,7.01913074,8.90175273,7.87801023,-5.35504686,6.85426773
5749,8.68522039,11.50859904,11.20739741,12.05351870,12.03969972,12.12320870,12.06862576,9.93022983,-12.38225963,7.79183389,9.93022983,8.56203501,-7.92245405,7.19384018,9.20052592,8.09629977,-6.39395852,6.99207362
5750,8.97163547,11.77767712,11.51951782,12.41229416,12.40021635,12.49340372,12.43712756,10.28580617,-13.81183490,8.13448479,10.28580617,8.85013901,-9.21721781,7.41447185,9.52011702,8.34479942,-7.54573109,7.16948182
5751,9.23095234,11.98016467,11.77287640,12.75042928,12.73582327,12.84053878,12.77873251,10.60208201,-14.84643515,8.42543151,10.60208201,9.11075746,-10.17198362,7.61943291,9.80670892,8.57294483,-8.41522262,7.33918074
5752,9.34272749,12.20898796,12.06667313,12.97905654,12.96924474,13.08227712,12.99662491,10.74950215,-14.59869048,8.50237938,10.74950215,9.21962679,-9.93901053,7.68975143,9.93356862,8.66748047,-8.22528670,7.40139232
5753,8.39500008,9.48828480,9.10128559,10.71305752,10.68587576,11.08339556,10.75025199,9.36922432,-2.68366780,7.98819665,9.36922432,8.31521414,-2.04819442,7.26120396,8.80708555,7.92404526,-1.71595896,7.04100496
5754,8.04998999,9.77779683,9.24285039,9.91869365,9.89007080,10.33457197,9.89733593,8.86308732,-1.45531060,7.82883871,8.86308732,7.98685181,-1.23296740,7.11061630,8.39576171,7.65482231,-1.04258972,6.91388290
5755,7.80206658,9.37550366,8.53478557,8.68801353,8.63899563,9.12740185,8.49996890,8.45821016,-0.03727808,8.41645143,8.45821016,7.76508746,-0.61875159,7.07196475,8.08854472,7.47466299,-0.54801306,6.86078127
5756,7.66990645,9.44712489,8.57184930,8.58039926,8.54502845,8.95381229,8.32494402,8.27295184,-0.03779523,8.22095967,8.27295184,7.63676521,-0.46247003,7.00057857,7.93365231,7.36848261,-0.41084491,6.80331291
5757,7.56810628,9.20114173,8.17254637,8.17254637,8.13924413,8.46733813,7.80792989,8.11900392,0.18756378,8.43007796,8.11900392,7.54200468,-0.34790483,6.96500543,7.81127099,7.29020375,-0.31418032,6.76913651
5758,7.49270150,9.21887877,7.97705038,7.97705038,7.93818980,8.17458963,7.72927317,8.01617949,0.14316834,8.30308582,8.01617949,7.46772954,-0.27368051,6.91927960,7.72367285,7.22873424,-0.24697796,6.73379563
5759,7.42706706,9.09476509,7.47485990,7.47485990,7.42287303,7.57264325,7.39190383,7.92274052,0.20293522,8.45357721,7.92274052,7.40453712,-0.19810560,6.88633372,7.64636537,7.17644042,-0.17964908,6.70651548
5760,7.37760348,9.22233326,7.55911237,7.55911237,7.50713764,7.52137049,7.41394825,7.85320053,0.16382103,8.29245281,7.85320053,7.35628564,-0.18532654,6.85937076,7.58817926,7.13694545,-0.16828959,6.68571165
5761,7.33178916,8.95126319,7.34425431,7.34425431,7.29273469,7.10322949,7.05586930,7.77667719,0.27791204,8.49748507,7.77667719,7.31575104,-0.17771299,6.85482489,7.53084991,7.10429116,-0.16446242,6.67773242
5762,7.28884722,8.64321056,7.16195269,7.16195269,7.11554699,6.70697832,6.66335269,7.69733025,0.43177462,8.73130781,7.69733025,7.28025572,-0.17416451,6.86318118,7.47489050,7.07622632,-0.16647660,6.67756215
5763,7.25421558,8.61295438,7.32462000,7.32462000,7.28339951,6.77577348,6.69260119,7.63625205,0.45257719,8.57990291,7.63625205,7.25024426,-0.18513025,6.86423646,7.43038123,7.05288342,-0.18104884,6.67538562
5764,7.08323400,5.53428767,5.25750217,5.25750217,5.24614224,5.12795832,5.03495967,7.07538851,4.47560520,9.11581735,7.07538851,7.17183737,0.21155701,7.26828623,7.12682790,7.03341239,-0.20490347,6.93999688
5765,7.35235701,10.47634112,10.16669947,10.04691205,10.03492620,9.91387577,9.56552911,7.87265835,-3.41848038,6.17978758,7.87265835,7.30238883,-1.15156761,6.73211932,7.56851461,7.10531976,-0.93534754,6.64212491
5766,7.63192592,11.08978979,10.75880538,10.73493977,10.72001987,10.65311488,10.41994147,8.42098110,-6.42213137,6.42202074,8.42098110,7.53466913,-2.84748614,6.64835715,7.94828138,7.27037682,-2.17792822,6.59247225
5767,7.87713491,11.07244791,10.74653406,11.08029841,11.06006785,11.00813521,10.82697931,8.81221937,-8.01754746,6.79745943,8.81221937,7.76605074,-4.16312956,6.71988211,8.25426277,7.44613165,-3.21588168,6.63800054
5768,8.03642297,11.23634270,10.89022183,11.24141334,11.22098958,11.17718382,11.02872952,9.03843898,-8.48279616,7.04814844,9.03843898,7.92332039,-4.75273507,6.80820181,8.44370906,7.57095314,-3.71976376,6.69819721
5769,8.17691795,11.41831929,11.03292390,11.35996199,11.34024640,11.31824019,11.19135781,9.22533863,-8.89319676,7.25931944,9.22533863,8.06417076,-5.25248907,6.90300290,8.60604910,7.68648235,-4.15961760,6.76691560
5770,8.33066384,11.58657058,11.20337361,11.57159894,11.54961794,11.54108153,11.44424027,9.43644256,-9.60786979,7.42864486,9.43644256,8.21552964,-5.84240751,6.99461671,8.78528900,7.81109224,-4.66180216,6.83689547
5771,8.45585779,11.82281536,11.49261668,11.82896068,11.80283666,11.79029365,11.70633250,9.61661777,-10.07056505,7.52690304,9.61661777,8.33629475,-6.17001740,7.05597173,8.93377882,7.90966232,-4.93533002,6.88554582
5772,8.60057659,11.90376116,11.54782569,11.94496971,11.92165255,11.91858807,11.84876099,9.79489652,-10.59817795,7.74103205,9.79489652,8.48333342,-6.76781711,7.17177032,9.09539620,8.03506847,-5.47141358,6.97474074
5773,8.73152357,12.08774358,11.75588338,12.15968807,12.14449416,12.14545539,12.08548020,9.97159189,-11.14183394,7.85770359,9.97159189,8.61175896,-7.16737618,7.25192603,9.24634767,8.14315318,-5.81469216,7.03995869
5774,8.81649998,12.19369736,11.87921998,12.26559258,12.25092859,12.24393763,12.17560535,10.07316222,-11.10379006,7.97071908,10.07316222,8.69809508,-7.26224481,7.32302795,9.33979308,8.21845072,-5.92222921,7.09710836
5775,8.93645681,12.33954020,12.07735416,12.50490897,12.48648453,12.49416899,12.41625914,10.23927045,-11.76104103,8.06228175,10.23927045,8.81444117,-7.69754827,7.38961190,9.47936150,8.31599430,-6.28501628,7.15262710
5776,8.97264325,12.42498429,12.24301557,12.66077824,12.64827008,12.67663043,12.56743464,10.30379951,-11.51390188,8.04016438,10.30379951,8.84578176,-7.41615690,7.38776401,9.52619004,8.34001834,-6.03342136,7.15384664
5777,8.08824006,9.53011193,8.66894252,9.17301435,9.11294640,9.34056642,8.60543799,8.88287642,0.24226373,9.16031486,8.88287642,8.04206004,-0.73421447,7.20124366,8.43444102,7.69258182,-0.64780346,6.95072262
5778,7.84338156,9.74093365,8.89767311,9.00114533,8.95624107,9.15184233,8.46685325,8.51497411,0.04295137,8.56309496,8.51497411,7.80956925,-0.62962513,7.10416440,8.13875819,7.50580827,-0.56495383,6.87285836
